ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
96.81 71.15 94.00 98.24 92.06 14.30 23.64 66.10 56.62 12.97 75.79 8.04 25.62 30.83 173.92 46.22 59.98 10.80 28.24 80.77 73.79 191.74 216.21 74.97 51.32 88.85 15.87 52.23 242.07 8.56 44.00 20.27 20.11 18.83 115.25 29.59 27.58 93.13 15.86 27.14 54.12 37.19 25.35 25.30 11.48 49.86 58.80 35.92 34.26 14.07 26.88
96.57 72.16 92.50 97.63 93.73 13.79 23.95 66.01 56.14 13.11 74.66 7.92 25.32 30.77 171.29 47.24 58.84 10.79 27.38 77.76 72.43 186.67 217.14 73.50 52.08 83.70 15.86 51.04 246.03 8.53 43.34 20.31 19.92 19.15 114.42 29.67 28.04 96.67 16.72 27.89 54.31 37.44 25.26 25.36 11.28 50.26 58.43 35.88 34.10 14.06 28.01
99.11 72.30 96.86 100.20 95.09 14.03 25.00 67.83 59.12 12.99 74.92 8.15 25.09 31.08 174.78 48.34 61.48 10.88 27.86 77.32 75.52 208.01 223.11 75.26 53.83 88.93 15.81 52.19 255.65 8.72 46.56 20.09 19.84 19.90 119.76 30.08 28.65 101.00 16.46 28.15 56.54 37.42 25.32 25.43 11.52 51.76 59.56 37.05 35.10 14.07 27.29
97.47 70.78 94.94 97.40 94.20 13.70 23.14 68.44 57.96 12.90 73.19 8.22 24.40 30.48 171.68 47.21 59.35 10.78 28.56 76.88 74.13 201.72 216.55 75.62 54.77 89.74 15.63 50.96 251.71 8.69 47.44 19.92 19.85 19.45 119.88 29.02 28.98 94.40 16.58 27.70 55.51 36.87 25.11 24.75 11.08 50.88 59.61 36.25 34.93 14.06 27.04
97.38 70.24 95.34 97.71 92.42 13.95 24.48 69.68 58.12 13.18 73.71 8.09 25.19 30.18 170.16 46.51 58.91 10.64 29.17 75.20 74.48 194.39 217.64 74.07 54.20 96.12 15.72 50.73 252.08 8.89 48.30 20.32 19.73 19.30 120.32 28.66 28.59 95.60 15.65 28.68 55.86 36.97 25.15 24.94 10.78 48.57 58.83 34.86 34.94 13.98 27.55
98.00 70.97 99.29 97.97 93.90 14.26 25.37 69.35 58.61 13.61 74.73 8.29 25.51 30.53 170.73 46.23 61.38 10.34 29.42 74.35 74.64 178.86 219.16 74.09 54.57 97.59 16.13 51.50 254.45 8.94 49.66 20.90 19.37 19.52 123.67 28.36 28.44 94.13 16.39 28.91 54.46 37.20 25.35 25.70 11.07 48.00 58.42 35.80 35.37 14.55 27.56
96.13 69.19 96.99 97.13 92.65 14.05 25.18 68.30 57.63 13.25 73.50 7.99 24.98 29.51 168.41 43.89 61.35 10.05 28.85 75.20 71.49 169.40 216.73 73.86 51.25 95.73 16.41 50.20 246.92 8.80 45.55 20.28 19.18 18.96 119.64 27.58 27.93 95.82 16.21 28.68 52.76 37.13 25.52 25.48 10.94 46.74 57.33 37.14 35.32 14.32 26.39
96.55 68.72 97.76 96.65 91.71 14.50 25.04 68.52 57.14 13.15 71.91 8.09 25.80 29.17 169.85 44.76 62.89 10.34 29.63 75.90 72.46 161.07 226.14 73.49 52.58 96.27 16.15 50.08 247.56 8.65 45.23 20.70 19.61 18.65 117.90 28.43 28.55 95.81 16.26 30.65 51.64 37.12 25.67 25.19 10.91 47.49 56.31 39.58 35.67 14.45 26.46
95.78 68.22 98.44 95.54 92.05 14.82 25.07 67.66 56.58 12.86 70.13 7.88 25.04 28.00 163.72 44.55 63.45 10.36 29.37 78.62 70.37 161.44 223.06 74.21 51.73 91.24 15.92 49.01 241.84 8.79 45.68 20.65 19.13 18.50 120.54 28.15 28.16 95.90 16.51 29.93 51.87 37.09 25.64 25.41 10.86 46.09 55.86 39.59 35.45 13.86 26.39
96.70 69.86 101.61 98.13 92.67 14.55 25.18 67.93 55.64 13.24 71.37 7.89 26.15 28.40 169.19 44.70 64.57 10.44 29.22 79.91 72.30 159.19 228.38 75.60 51.81 89.05 15.71 50.02 240.03 9.07 43.88 20.87 19.50 18.50 123.52 28.51 28.62 95.97 16.55 30.81 53.29 37.70 26.17 25.72 11.10 46.51 55.63 39.30 36.80 14.24 26.51
95.05 69.85 99.01 96.46 91.35 14.43 24.97 67.23 55.84 12.83 69.78 7.79 24.98 28.31 167.59 41.96 65.38 10.42 27.63 79.94 73.00 152.93 219.92 72.71 50.48 86.73 15.94 49.58 243.28 8.98 41.94 20.58 19.39 18.94 122.37 27.84 27.83 91.66 16.16 30.03 51.21 36.84 25.82 25.46 11.23 45.94 55.09 38.57 37.04 13.86 25.34
95.82 69.00 101.16 96.97 90.90 14.58 24.55 68.16 54.94 13.02 70.62 7.83 25.68 28.08 168.05 41.80 66.25 10.48 28.25 81.65 74.03 152.41 222.69 73.89 49.40 86.23 16.18 50.10 247.63 9.19 42.97 20.74 19.24 18.96 123.30 29.10 27.84 92.78 16.67 31.01 51.48 37.52 25.92 25.71 11.39 44.45 54.29 40.43 37.91 14.42 26.11
95.85 70.32 102.46 97.07 90.42 15.26 24.72 68.14 54.43 12.87 68.58 7.85 25.18 27.29 168.51 42.65 67.68 10.71 29.00 80.82 74.95 155.76 217.22 75.65 49.93 85.50 16.29 49.28 253.81 9.29 42.16 20.69 19.24 19.13 124.74 29.44 27.43 91.09 16.86 31.13 50.60 37.20 26.01 25.51 11.46 43.57 54.73 40.58 37.05 14.22 25.15
96.99 70.04 101.19 94.92 89.99 15.08 25.89 67.94 55.11 13.05 68.81 8.12 25.22 27.85 172.42 42.02 68.15 10.89 29.68 82.23 72.91 170.07 217.37 75.58 51.22 90.52 16.18 49.50 251.72 9.42 44.22 20.73 19.46 19.39 123.90 30.82 27.72 91.79 16.93 31.82 50.32 37.95 26.04 24.89 11.64 43.43 54.92 40.94 36.04 14.42 25.77
96.36 70.03 102.04 95.06 88.99 14.92 24.67 66.06 55.57 12.86 68.40 7.95 25.06 27.61 168.37 42.44 66.98 10.76 29.46 82.78 72.46 174.67 215.56 75.06 52.35 89.77 16.12 49.29 256.37 9.25 42.79 20.45 18.84 19.27 126.24 30.16 27.43 92.87 16.58 32.68 49.49 37.88 25.28 24.32 11.26 43.51 54.13 41.94 37.30 14.32 25.93
96.73 70.01 100.78 93.62 90.13 15.59 24.81 65.71 54.77 13.02 69.81 7.74 25.17 27.87 169.85 43.06 66.02 10.90 30.00 82.84 72.44 173.68 222.47 73.90 54.48 88.20 16.26 48.16 258.63 9.37 42.75 20.60 19.16 18.97 124.87 29.67 28.04 96.95 16.64 31.60 47.05 38.48 25.36 24.54 11.22 43.07 52.89 43.69 37.93 14.27 26.26
93.80 67.39 97.41 91.12 85.99 14.95 23.69 64.29 53.99 12.74 70.80 7.45 23.72 26.71 168.27 40.92 64.85 10.45 29.98 79.09 71.82 161.11 219.00 69.33 53.40 85.49 15.39 47.23 246.77 9.06 41.16 20.21 18.92 18.70 120.83 28.71 28.17 94.40 15.80 29.74 45.26 37.59 24.97 24.07 11.05 42.28 51.05 42.39 37.69 13.36 24.59
93.28 66.99 96.36 91.22 85.20 14.71 23.67 65.17 54.31 13.02 69.83 7.39 23.52 26.77 170.07 41.71 65.00 10.23 29.66 80.73 72.12 159.04 217.01 69.20 52.14 86.07 15.46 47.39 243.88 9.25 41.18 19.64 18.96 18.15 120.41 27.84 28.12 96.93 15.27 28.52 46.32 37.95 25.00 23.81 10.99 41.51 51.67 40.04 37.57 13.10 24.43
94.24 67.31 97.44 92.02 85.71 15.15 22.78 66.25 55.41 12.81 69.51 7.30 23.56 26.63 170.11 42.11 69.67 10.57 29.00 80.00 72.47 163.22 221.91 70.33 53.60 89.17 16.05 48.26 241.61 9.64 40.57 20.03 19.42 17.97 118.67 27.18 27.91 91.76 15.82 28.99 48.48 38.61 24.91 24.80 11.36 42.23 52.66 39.51 37.73 13.29 24.46
93.59 66.49 98.73 91.81 86.55 14.97 23.14 66.40 53.98 12.55 68.26 7.20 23.58 27.00 168.71 40.93 69.07 10.55 27.05 78.68 71.05 164.33 215.73 69.58 53.57 92.82 15.65 49.62 235.40 9.96 38.67 19.91 19.21 17.56 119.83 27.70 27.62 88.33 15.91 30.56 48.98 37.89 24.80 24.86 11.29 42.50 52.24 37.53 38.05 12.81 23.65
92.96 64.24 100.04 88.90 84.65 14.36 22.96 66.42 51.65 12.52 66.79 7.19 23.31 26.81 167.26 41.71 68.39 10.60 27.25 77.00 71.94 164.68 210.17 68.81 53.83 92.20 14.97 49.77 231.59 9.98 39.86 19.80 18.94 17.44 118.66 28.27 27.17 92.84 15.91 29.73 48.51 37.87 24.90 24.67 11.13 42.55 51.51 37.45 37.45 12.66 23.49
93.86 64.08 97.86 88.83 85.26 14.44 23.71 65.92 51.33 12.71 66.10 7.29 23.18 26.21 169.22 42.29 67.24 10.71 27.80 81.00 74.54 168.70 210.85 70.84 55.55 94.73 14.95 48.25 231.25 9.99 41.52 19.97 19.35 17.98 122.80 27.75 27.16 91.16 16.03 31.23 48.97 37.96 25.22 24.88 11.51 45.03 50.68 38.01 38.42 12.44 23.87
94.25 66.17 103.41 91.27 83.42 15.28 24.73 66.00 51.12 13.59 66.89 7.45 22.69 26.41 171.80 43.05 68.35 11.05 28.38 79.36 74.42 161.04 210.16 69.30 55.21 92.60 14.62 50.44 232.88 10.34 42.54 20.10 19.05 18.25 120.33 27.24 26.84 89.52 15.51 31.57 48.72 38.10 25.54 25.12 11.59 45.04 50.95 37.66 38.85 12.63 24.04
94.04 66.88 106.18 91.69 82.47 16.14 24.47 67.36 51.30 13.22 67.08 7.47 22.72 26.82 174.12 42.52 68.06 10.79 29.38 79.98 73.10 162.92 205.83 68.24 55.09 90.16 14.14 50.86 236.15 10.40 42.84 19.55 18.37 18.48 121.19 26.81 26.59 91.29 15.61 30.18 48.61 37.12 25.48 24.20 11.66 45.57 51.81 37.22 38.25 12.75 23.90
94.57 67.44 103.51 92.30 82.84 16.18 24.21 68.20 50.79 12.81 65.74 7.66 23.87 27.50 177.71 43.29 68.54 11.27 29.74 82.52 72.23 166.40 210.88 68.22 54.60 88.28 13.73 49.51 237.69 10.41 42.43 19.63 18.68 19.27 119.33 26.31 27.30 90.66 15.57 30.27 50.71 36.73 25.84 24.72 11.78 45.10 51.15 38.52 38.91 12.48 24.01
94.64 67.54 101.69 91.55 83.93 16.45 23.97 67.07 51.11 13.23 64.85 7.63 24.08 26.84 175.57 44.74 69.68 11.23 30.36 80.70 72.49 160.38 205.54 68.70 53.54 91.63 13.76 49.28 231.69 10.58 43.53 20.06 19.24 19.66 120.72 25.48 27.46 89.52 15.80 30.17 50.14 36.57 25.82 25.29 11.95 44.51 51.46 39.41 38.89 12.78 24.46
93.44 63.97 102.21 90.09 83.34 16.66 23.29 66.97 50.33 13.08 62.94 7.58 23.24 25.83 175.18 44.00 68.66 10.89 31.28 78.42 71.26 158.39 200.13 65.74 54.88 96.19 13.78 48.85 228.65 10.69 42.14 19.56 19.18 19.72 113.73 25.26 27.22 86.31 14.94 29.48 49.03 36.83 25.47 25.17 11.89 43.21 50.04 39.49 38.44 12.81 25.18
91.71 63.45 98.86 89.03 81.72 16.51 22.63 66.54 49.45 13.00 64.42 7.63 22.22 25.41 167.89 43.46 67.30 10.93 29.53 74.88 69.98 159.33 202.96 64.22 52.95 97.93 13.57 48.29 222.63 10.39 41.22 19.33 18.39 19.33 111.76 24.01 26.66 82.22 14.85 28.40 49.27 36.34 25.03 24.90 11.56 41.58 49.07 38.28 37.14 12.65 23.70
91.38 62.35 96.76 87.13 77.29 15.12 23.02 66.53 48.63 12.98 64.55 7.43 21.85 25.29 170.71 43.54 67.52 10.77 29.50 76.84 67.47 160.10 206.43 62.51 54.32 101.72 13.60 47.18 219.88 10.03 40.02 19.20 17.78 19.23 108.15 24.82 26.62 82.21 14.59 29.80 51.86 36.20 24.88 24.90 11.50 40.90 47.44 38.36 36.56 12.78 23.84
91.54 60.86 94.38 87.50 77.61 15.44 23.95 66.61 49.05 12.75 64.27 7.30 21.14 24.60 171.88 44.22 66.60 10.68 30.54 75.00 66.62 162.39 206.27 61.98 53.80 103.30 13.82 46.86 210.80 9.76 40.44 18.93 17.82 19.66 104.73 26.12 26.49 88.90 13.88 32.00 54.50 35.81 24.75 24.93 11.08 40.49 47.21 37.62 36.56 13.02 23.60
90.72 60.45 93.53 86.11 77.41 15.62 23.23 67.77 49.26 12.02 63.85 7.44 20.75 23.95 170.48 43.03 67.78 10.38 30.41 73.06 64.56 157.93 215.72 61.78 54.16 100.51 13.98 46.88 205.18 9.77 39.43 18.66 17.77 18.93 101.46 25.60 26.46 91.89 13.18 29.89 51.79 35.35 24.53 25.05 10.89 41.45 46.74 38.40 37.40 12.69 23.69
91.01 61.65 95.98 84.78 80.55 15.45 23.23 69.46 49.38 11.90 61.60 7.43 20.76 24.64 171.86 43.00 67.19 10.45 30.47 72.78 63.04 160.43 220.10 61.94 53.55 104.05 14.07 45.96 206.70 10.01 39.56 18.56 18.10 18.76 99.89 26.98 25.93 95.26 13.05 31.07 50.99 35.59 24.46 24.76 10.89 40.67 47.05 37.59 37.55 12.39 23.30
91.38 61.83 95.95 83.67 80.56 15.89 23.39 69.56 49.36 11.61 62.58 7.46 21.90 24.26 169.80 41.42 66.94 10.11 31.32 72.48 62.16 170.95 221.22 60.43 56.18 104.29 14.08 44.85 200.97 10.15 39.11 18.72 17.99 18.41 97.43 28.26 25.99 95.23 13.16 31.70 50.45 35.65 24.49 24.77 10.91 39.38 47.04 38.10 36.99 12.58 23.88
91.08 61.16 95.53 83.39 79.19 15.85 24.08 70.24 49.84 11.64 60.03 7.29 21.63 23.49 172.05 43.72 68.21 10.25 31.19 70.73 60.58 165.30 214.35 60.36 54.61 99.19 13.98 45.82 199.16 9.95 38.03 19.00 18.10 18.89 97.30 28.62 25.80 94.47 12.78 31.45 53.05 35.66 24.79 25.56 10.57 38.94 46.66 39.02 37.02 12.41 24.04
91.12 62.30 94.66 83.69 81.36 15.69 23.85 69.57 51.40 11.64 61.23 7.30 21.64 23.38 171.39 43.14 68.30 9.93 29.55 70.34 60.65 168.50 206.70 59.75 55.89 99.59 13.89 47.63 199.17 9.81 37.74 18.83 18.40 19.07 99.43 29.32 25.93 91.16 13.32 31.30 53.71 35.48 25.05 25.08 10.72 37.75 46.73 39.33 37.59 12.31 23.91
91.57 63.01 96.02 82.49 81.92 16.22 25.05 70.01 53.34 11.76 61.35 7.30 21.96 23.86 174.35 42.89 67.53 10.05 29.64 68.86 62.09 163.67 212.53 59.92 54.73 103.17 14.28 47.65 203.23 9.78 37.04 18.31 18.35 19.27 99.88 29.04 25.87 91.27 13.37 30.56 53.18 35.89 25.54 25.01 10.83 38.34 47.61 38.93 37.49 12.63 24.33
91.51 61.82 94.13 81.57 81.16 16.46 24.97 69.36 54.76 12.19 60.12 7.33 22.19 23.74 173.24 43.85 68.50 9.79 29.04 69.64 61.93 161.91 214.72 60.76 55.25 105.13 14.14 48.26 202.98 9.92 36.80 18.10 18.58 19.40 100.54 29.81 25.31 94.70 13.14 29.91 51.26 36.01 25.39 24.66 10.63 38.09 47.98 39.58 37.04 12.28 24.35
90.80 61.39 93.88 80.76 81.36 16.37 26.11 69.64 52.81 12.19 60.10 7.32 22.67 23.25 175.19 43.71 69.11 9.40 28.21 68.71 62.98 156.38 211.03 60.72 54.85 100.01 14.33 49.05 205.49 9.87 35.96 18.34 18.23 19.85 101.73 29.37 24.80 89.55 12.42 28.89 50.07 34.99 25.30 24.19 10.77 38.71 48.00 38.40 36.44 12.32 24.33
92.27 63.25 97.12 81.99 82.70 17.01 27.17 68.97 53.79 12.75 61.63 7.42 22.57 24.11 176.04 44.15 68.27 9.35 28.52 71.62 64.82 159.68 215.53 60.75 54.62 102.83 14.58 49.24 210.43 10.15 36.21 18.63 18.40 20.00 101.81 30.99 25.59 90.66 12.15 28.53 50.87 34.10 25.61 24.63 10.95 39.19 49.08 40.12 36.41 12.73 24.44
92.76 65.45 97.07 81.49 82.49 17.35 27.10 68.60 55.06 12.75 63.96 7.37 22.55 23.94 174.84 44.91 68.46 9.18 27.57 70.20 66.70 172.07 210.28 63.22 54.41 105.71 14.83 49.98 217.13 10.33 36.11 18.26 18.58 19.39 102.41 31.42 25.80 93.23 12.29 28.11 50.55 35.04 25.71 24.19 10.87 39.77 48.31 40.13 36.28 12.67 24.06
92.75 66.50 92.56 83.50 82.81 17.51 26.59 67.26 54.10 12.60 66.90 7.46 22.96 23.32 173.78 45.76 66.99 9.26 28.53 70.46 68.07 170.66 211.94 62.22 56.35 104.58 15.13 49.75 218.38 10.17 37.33 18.11 18.63 19.57 100.98 29.94 25.98 93.03 11.65 27.94 52.75 35.06 26.02 23.93 10.81 39.72 47.96 39.72 36.73 12.45 24.68
91.76 66.23 93.45 81.50 83.72 17.63 26.43 67.11 54.60 12.37 66.92 7.41 23.02 22.81 169.10 44.84 68.39 9.45 29.05 68.56 67.55 161.85 208.66 63.40 55.64 102.89 15.47 49.44 216.89 9.91 37.60 18.20 18.52 18.93 99.46 29.71 26.09 89.23 11.43 26.48 53.52 34.64 25.40 23.69 10.76 37.96 47.53 38.68 35.70 11.94 24.65
91.97 65.53 93.13 79.83 83.84 17.28 26.37 67.22 54.01 12.34 65.99 7.41 22.69 23.01 167.46 45.64 66.76 9.49 28.97 69.92 68.16 166.19 206.73 62.96 56.02 98.40 15.90 49.95 218.31 10.25 40.22 18.53 18.90 18.33 97.22 28.51 26.33 91.08 11.86 27.25 53.26 35.78 25.16 24.06 11.10 38.18 46.85 39.30 35.66 12.15 24.37
92.80 66.50 93.82 80.77 82.91 17.20 25.77 68.06 53.36 12.80 66.29 7.58 22.81 23.45 170.28 46.38 66.20 9.70 30.05 72.43 69.24 169.00 213.83 65.76 58.01 99.94 15.63 50.56 224.72 10.19 41.00 18.89 19.04 18.39 98.95 28.95 26.90 90.27 11.83 28.59 52.90 35.18 25.36 24.74 11.02 38.97 47.39 38.00 35.52 12.24 24.11
91.77 66.13 93.06 78.73 83.43 17.19 26.32 68.09 52.23 12.84 65.88 7.37 22.16 23.02 166.17 44.18 66.25 9.57 31.42 70.36 67.53 174.62 205.88 64.71 57.00 98.69 15.32 50.26 215.96 10.13 39.32 18.58 19.02 17.84 97.51 28.72 26.35 88.29 11.63 28.09 51.60 35.15 24.80 24.30 11.13 38.05 46.58 37.52 35.61 12.13 23.25
92.10 66.43 92.81 77.85 82.52 16.92 26.02 68.15 51.64 12.66 66.52 7.54 22.29 23.92 169.57 44.69 66.92 9.60 31.53 71.18 68.77 172.60 206.34 68.20 57.28 97.93 15.30 49.71 216.31 9.96 39.35 18.92 18.57 17.75 99.16 28.58 26.26 90.69 11.71 27.92 53.02 35.32 25.07 23.94 10.84 37.36 47.50 38.56 36.24 12.32 23.72
92.22 68.04 94.23 78.53 80.86 16.22 26.41 67.24 51.54 12.69 64.27 7.44 22.12 23.64 168.93 45.37 67.23 9.42 30.94 71.96 69.40 174.53 205.22 69.54 58.75 96.47 15.09 48.98 219.90 10.24 40.23 18.79 19.20 17.29 98.01 28.88 26.57 96.00 11.95 28.65 51.32 35.37 25.20 23.50 10.87 37.07 47.16 38.97 36.36 12.60 23.84
91.88 66.62 96.09 78.24 80.00 16.66 24.71 67.21 49.06 12.62 65.06 7.46 22.54 23.59 167.72 43.39 66.05 9.44 31.18 69.86 68.85 170.46 202.62 72.03 60.01 98.09 14.75 48.30 217.75 10.18 40.90 19.07 19.36 17.20 98.48 28.81 26.42 97.13 11.40 29.25 52.00 35.53 25.13 23.83 10.87 36.91 47.42 38.61 36.73 12.45 24.49
92.98 66.24 96.37 77.71 81.91 16.82 25.08 67.80 49.57 12.60 67.31 7.37 22.64 23.71 170.41 44.29 65.50 9.63 32.44 69.56 67.14 169.52 204.29 71.60 60.84 103.44 14.64 47.91 218.18 10.29 40.12 19.29 19.35 17.12 98.81 28.93 26.35 103.44 11.62 30.77 54.15 36.73 25.29 23.99 10.83 39.60 48.14 39.43 36.90 12.26 24.06
92.27 64.74 97.23 77.14 83.12 17.45 24.82 67.98 50.16 12.64 66.34 7.31 22.63 23.30 168.26 43.00 65.88 9.71 31.03 71.33 67.34 166.36 192.22 72.33 61.43 103.63 14.83 46.70 209.97 10.44 39.29 19.36 19.30 17.32 99.43 28.33 26.58 103.89 11.71 29.34 51.49 36.55 24.84 23.79 10.63 38.22 48.26 40.05 35.83 12.14 23.43
91.81 64.05 97.63 76.70 82.45 16.68 24.50 67.92 50.74 12.47 65.63 7.23 22.45 23.52 168.28 43.74 64.94 9.87 31.57 68.77 66.80 169.43 194.00 72.17 60.14 109.58 14.62 47.62 210.74 10.49 40.53 19.60 18.93 17.12 99.86 28.59 26.48 100.47 11.69 29.34 49.30 36.54 24.57 23.62 10.48 36.13 48.04 39.06 35.24 11.89 22.90
93.13 65.83 99.18 79.99 82.37 17.00 25.06 67.01 52.48 12.54 66.82 7.21 22.29 24.20 169.26 43.69 64.82 9.93 32.40 67.92 66.05 177.09 198.79 71.54 61.56 115.14 14.43 49.10 217.56 10.42 40.31 19.75 18.86 16.95 102.00 29.13 26.26 108.37 11.23 28.10 53.88 37.12 25.08 23.65 10.88 36.29 48.98 38.34 34.73 11.86 22.50
92.49 64.12 101.05 79.45 84.32 17.23 26.00 67.44 50.36 12.24 64.84 7.04 22.44 23.30 169.30 43.08 65.30 10.06 31.36 67.95 65.91 165.82 195.84 73.00 62.07 115.89 14.68 48.17 211.95 10.43 40.03 19.17 18.50 17.14 101.46 29.03 26.31 104.50 11.20 28.24 52.52 37.26 25.22 23.17 10.72 36.49 47.98 39.09 34.68 11.94 23.35
92.69 63.79 100.79 79.58 84.28 16.95 25.93 67.86 50.85 12.02 64.11 7.12 22.09 23.57 168.06 43.52 63.33 10.22 31.50 67.71 64.63 169.54 198.88 72.73 64.34 118.73 14.89 47.03 209.78 10.90 40.11 18.78 18.37 16.70 101.31 30.49 26.17 111.13 11.45 28.70 50.74 37.30 25.42 23.35 10.63 36.24 47.29 38.15 34.78 11.85 23.04
91.41 61.36 99.46 78.83 82.15 15.77 25.44 67.16 51.44 11.87 63.78 7.00 21.64 22.78 166.46 43.94 62.64 10.27 30.08 62.72 62.22 168.16 200.58 73.00 62.51 118.46 14.43 46.35 201.74 10.76 41.79 18.27 18.42 16.72 98.25 31.38 26.05 112.06 11.62 27.06 49.54 36.68 25.01 22.94 10.72 37.19 46.22 37.25 34.49 11.39 22.15
91.16 61.05 97.98 79.91 83.76 15.58 26.24 66.92 51.45 11.94 61.10 7.06 22.02 23.54 166.34 41.97 64.98 10.26 30.25 64.29 61.98 153.53 197.74 72.54 63.55 120.56 14.45 46.66 198.90 10.90 45.00 17.93 17.85 17.31 97.63 30.43 26.20 114.26 11.54 26.78 48.61 36.19 25.23 22.53 10.91 37.43 46.00 36.28 34.57 10.95 22.13
89.84 60.42 96.88 78.07 81.84 15.77 27.05 66.50 48.83 11.80 57.64 6.97 21.03 22.71 162.42 41.36 64.14 10.10 29.47 60.63 59.51 155.21 197.24 72.16 64.31 118.25 14.02 45.88 202.06 10.54 47.19 17.67 17.31 17.10 95.88 30.59 26.11 114.04 11.22 26.05 46.28 35.29 24.90 22.41 10.60 37.78 45.24 35.11 33.21 10.38 21.44
89.29 59.65 94.59 77.83 82.45 15.82 27.42 65.41 47.48 11.66 57.38 6.97 21.37 22.29 162.08 42.46 63.06 9.95 30.78 58.54 60.15 152.62 194.21 71.46 64.78 119.31 13.68 44.78 204.45 10.71 49.55 17.19 16.49 16.93 92.73 30.91 25.55 113.68 11.10 25.31 46.12 35.21 24.82 21.55 10.43 38.19 44.38 35.42 32.86 10.27 20.88
88.67 58.85 96.79 76.55 80.18 16.02 26.41 64.35 47.50 11.33 55.67 6.95 21.51 22.16 161.26 42.15 62.53 9.99 31.31 56.80 59.77 150.18 191.05 71.85 66.01 119.09 13.36 43.78 200.35 10.64 49.77 16.69 16.45 16.99 92.34 31.10 25.18 118.09 11.55 25.09 46.84 35.66 24.73 21.08 10.12 37.92 44.51 34.31 32.70 10.27 20.67
88.81 58.04 97.46 78.26 80.79 16.35 26.48 63.90 45.63 11.24 57.44 6.96 21.61 22.29 165.49 42.12 60.79 9.89 30.91 57.91 62.49 152.59 191.23 73.70 66.40 120.89 13.50 42.67 196.32 10.11 48.40 16.68 16.10 16.94 93.05 31.85 25.43 117.95 11.24 24.51 46.72 35.57 25.10 21.13 10.06 38.21 44.17 34.79 33.18 10.32 20.73
89.12 58.58 98.94 78.73 82.59 16.69 26.08 64.31 45.18 11.19 57.58 7.11 21.53 22.35 168.66 42.84 61.72 10.17 30.69 57.65 62.32 149.35 187.94 73.80 67.08 123.22 13.20 43.04 200.22 10.09 49.93 16.77 16.39 17.17 94.80 30.49 25.80 114.31 11.19 24.48 47.71 35.77 25.50 21.18 10.14 37.83 43.59 35.33 32.94 10.38 21.61
89.94 58.70 98.59 79.30 82.85 16.61 27.14 63.57 45.19 11.30 58.85 7.35 21.83 22.38 172.21 42.93 63.00 10.39 28.70 59.49 63.56 135.23 190.93 75.37 68.12 126.39 12.92 43.66 198.76 10.28 49.94 16.64 16.59 17.35 98.15 30.12 26.00 122.65 11.32 25.46 49.35 35.26 26.06 21.64 10.28 39.13 43.57 36.31 33.49 10.06 22.24
88.37 56.83 96.19 78.77 81.88 15.66 26.26 62.63 42.79 11.22 59.24 7.23 22.11 21.73 170.69 42.98 62.12 10.43 29.52 60.33 61.92 132.93 179.89 76.39 67.67 124.21 12.79 42.53 192.96 10.02 47.12 16.32 16.24 16.56 98.51 28.25 25.95 120.67 11.25 25.30 48.91 35.00 26.18 21.03 10.14 38.35 42.88 35.43 33.19 9.80 21.60
88.68 57.22 97.60 78.97 81.56 15.95 25.76 63.86 42.86 11.17 61.00 6.98 21.88 21.43 171.23 44.30 60.94 10.54 28.91 60.23 62.43 137.30 181.56 77.12 69.32 125.82 12.41 42.72 192.83 9.82 50.31 16.02 16.23 17.31 100.95 29.44 25.95 117.85 11.49 24.79 49.49 35.03 25.95 21.12 10.12 38.42 42.57 34.74 33.00 9.48 21.39
90.26 57.32 102.68 81.27 82.49 16.26 27.68 64.35 44.39 11.22 61.33 6.93 21.02 21.13 176.58 44.63 62.37 10.99 28.05 59.60 63.33 151.45 182.50 76.30 69.23 129.35 12.15 43.33 192.44 9.73 51.02 16.49 16.28 17.59 101.89 29.03 26.34 121.73 12.26 24.64 51.17 35.64 26.07 21.39 10.05 40.07 43.59 34.54 33.83 9.46 21.25
90.08 56.70 101.96 80.66 81.80 16.02 28.58 64.59 43.45 11.00 59.60 6.96 20.80 21.34 178.29 43.54 58.54 11.07 27.91 60.09 63.17 158.66 183.63 77.09 68.74 130.63 11.86 42.96 192.39 9.74 50.90 16.40 15.86 17.39 99.75 29.46 26.60 121.82 12.70 24.50 50.32 35.35 25.91 21.39 10.17 39.29 43.27 34.68 34.86 9.45 20.45
90.10 56.46 100.30 81.80 80.95 16.00 29.52 65.89 43.89 11.05 60.33 6.88 20.15 21.23 176.17 44.64 57.62 10.91 27.41 57.61 61.87 160.63 175.04 77.40 67.21 133.78 11.86 41.81 193.57 9.65 49.67 16.42 15.78 17.44 100.79 30.89 27.32 125.89 12.52 25.58 50.60 35.27 25.61 21.39 10.11 38.29 42.95 34.83 34.65 9.39 20.53
